doctor_id,work_date,hours_booked
DR2030,2025-11-13,4.17
DR2030,2025-11-14,6.82
DR2030,2025-11-15,4.04
DR2030,2025-11-16,7.93
DR2030,2025-11-17,6.43
DR2030,2025-11-18,5.71
DR2030,2025-11-19,3.32
DR2030,2025-11-20,5.97
DR2030,2025-11-21,3.77
DR2030,2025-11-22,6.92
DR2030,2025-11-23,7.47
DR2030,2025-11-24,3.57
DR2030,2025-11-25,5.15
DR2030,2025-11-26,4.42
DR2030,2025-11-27,5.88
DR2030,2025-11-28,5.35
DR2030,2025-11-29,7.88
DR2030,2025-11-30,4.62
DR2030,2025-12-01,5.33
DR2030,2025-12-02,7.22
DR2030,2025-12-03,5.93
DR2030,2025-12-04,7.78
DR2030,2025-12-05,7.77
DR2030,2025-12-06,6.46
DR2030,2025-12-07,6.47
DR2030,2025-12-08,7.42
DR2030,2025-12-09,3.32
DR2030,2025-12-10,7.1
DR2030,2025-12-11,4.75
DR2030,2025-12-12,5.45
DR2030,2025-12-13,3.43
DR2030,2025-12-14,6.18
DR2030,2025-12-15,5.28
DR2030,2025-12-16,7.27
DR2030,2025-12-17,5.06
DR2030,2025-12-18,4.77
DR2030,2025-12-19,3.88
DR2030,2025-12-20,7.76
DR2030,2025-12-21,5.4
DR2030,2025-12-22,6.05
DR2030,2025-12-23,4.41
DR2030,2025-12-24,5.46
DR2030,2025-12-25,5.6
DR2030,2025-12-26,7.24
DR2030,2025-12-27,3.57
DR2030,2025-12-28,5.26
DR2030,2025-12-29,5.79
DR2030,2025-12-30,5.55
DR2030,2025-12-31,7.42
DR2030,2026-01-01,3.75
DR2030,2026-01-02,7.73
DR2030,2026-01-03,3.34
DR2030,2026-01-04,3.58
DR2030,2026-01-05,5.35
DR2030,2026-01-06,5.46
DR2030,2026-01-07,5.13
DR2030,2026-01-08,7.72
DR2030,2026-01-09,3.42
DR2030,2026-01-10,4.06
DR2030,2026-01-11,3.27
DR2030,2026-01-12,6.31
DR2030,2026-01-13,4.4
DR2030,2026-01-14,6.56
DR2030,2026-01-15,4.68
DR2030,2026-01-16,3.83
DR2030,2026-01-17,5.66
DR2030,2026-01-18,3.86
DR2030,2026-01-19,4.85
DR2030,2026-01-20,4.07
DR2030,2026-01-21,3.34
DR2030,2026-01-22,4.69
DR2030,2026-01-23,3.99
DR2030,2026-01-24,4.45
DR2030,2026-01-25,4.81
DR2030,2026-01-26,6.58
DR2030,2026-01-27,4.09
DR2030,2026-01-28,6.2
DR2030,2026-01-29,3.91
DR2030,2026-01-30,7.44
DR2030,2026-01-31,3.31
DR2030,2026-02-01,4.93
DR2030,2026-02-02,8.0
DR2030,2026-02-03,6.3
DR2030,2026-02-04,3.33
DR2031,2025-11-06,4.41
DR2031,2025-11-07,3.58
DR2031,2025-11-08,4.11
DR2031,2025-11-09,6.98
DR2031,2025-11-10,4.8
DR2031,2025-11-11,4.87
DR2031,2025-11-12,4.78
DR2031,2025-11-13,4.7
DR2031,2025-11-14,5.33
DR2031,2025-11-15,5.07
DR2031,2025-11-16,5.2
DR2031,2025-11-17,6.14
DR2031,2025-11-18,4.26
DR2031,2025-11-19,4.66
DR2031,2025-11-20,6.09
DR2031,2025-11-21,4.75
DR2031,2025-11-22,7.18
DR2031,2025-11-23,6.34
DR2031,2025-11-24,4.05
DR2031,2025-11-25,3.91
DR2031,2025-11-26,7.65
DR2031,2025-11-27,7.08
DR2031,2025-11-28,4.98
DR2031,2025-11-29,7.87
DR2031,2025-11-30,3.93
DR2031,2025-12-01,7.85
DR2031,2025-12-02,6.39
DR2031,2025-12-03,4.12
DR2031,2025-12-04,7.52
DR2031,2025-12-05,4.58
DR2031,2025-12-06,4.14
DR2031,2025-12-07,3.25
DR2031,2025-12-08,3.69
DR2031,2025-12-09,4.33
DR2031,2025-12-10,4.05
DR2031,2025-12-11,5.6
DR2031,2025-12-12,4.96
DR2031,2025-12-13,5.74
DR2031,2025-12-14,6.19
DR2031,2025-12-15,5.37
DR2031,2025-12-16,6.08
DR2031,2025-12-17,6.0
DR2031,2025-12-18,7.99
DR2031,2025-12-19,5.19
DR2031,2025-12-20,5.96
DR2031,2025-12-21,6.76
DR2031,2025-12-22,3.75
DR2031,2025-12-23,5.92
DR2031,2025-12-24,4.27
DR2031,2025-12-25,7.25
DR2031,2025-12-26,3.54
DR2031,2025-12-27,4.44
DR2031,2025-12-28,5.98
DR2031,2025-12-29,5.58
DR2031,2025-12-30,6.35
DR2031,2025-12-31,4.27
DR2031,2026-01-01,5.23
DR2031,2026-01-02,5.23
DR2031,2026-01-03,7.79
DR2031,2026-01-04,3.46
DR2031,2026-01-05,7.81
DR2031,2026-01-06,6.61
DR2031,2026-01-07,7.52
DR2031,2026-01-08,5.44
DR2031,2026-01-09,4.71
DR2031,2026-01-10,7.65
DR2031,2026-01-11,4.11
DR2031,2026-01-12,3.68
DR2031,2026-01-13,6.29
DR2031,2026-01-14,5.41
DR2031,2026-01-15,7.27
DR2031,2026-01-16,6.17
DR2031,2026-01-17,3.38
DR2031,2026-01-18,4.12
DR2031,2026-01-19,6.42
DR2031,2026-01-20,6.77
DR2031,2026-01-21,4.8
DR2031,2026-01-22,6.65
DR2031,2026-01-23,5.63
DR2031,2026-01-24,7.19
DR2031,2026-01-25,4.84
DR2031,2026-01-26,6.7
DR2031,2026-01-27,4.41
DR2031,2026-01-28,4.07
DR2031,2026-01-29,7.22
DR2031,2026-01-30,5.37
DR2031,2026-01-31,7.77
DR2031,2026-02-01,4.3
DR2031,2026-02-02,6.77
DR2031,2026-02-03,5.42
DR2031,2026-02-04,6.86
DR2032,2025-11-06,6.96
DR2032,2025-11-07,5.39
DR2032,2025-11-08,7.08
DR2032,2025-11-09,9.2
DR2032,2025-11-10,5.52
DR2032,2025-11-11,4.54
DR2032,2025-11-12,8.01
DR2032,2025-11-13,8.88
DR2032,2025-11-14,4.99
DR2032,2025-11-15,9.45
DR2032,2025-11-16,8.65
DR2032,2025-11-17,6.51
DR2032,2025-11-18,8.11
DR2032,2025-11-19,9.64
DR2032,2025-11-20,9.32
DR2032,2025-11-21,7.81
DR2032,2025-11-22,4.74
DR2032,2025-11-23,4.05
DR2032,2025-11-24,5.58
DR2032,2025-11-25,4.8
DR2032,2025-11-26,5.23
DR2032,2025-11-27,4.85
DR2032,2025-11-28,4.08
DR2032,2025-11-29,9.36
DR2032,2025-11-30,8.18
DR2032,2025-12-01,8.1
DR2032,2025-12-02,9.87
DR2032,2025-12-03,6.19
DR2032,2025-12-04,6.25
DR2032,2025-12-05,8.18
DR2032,2025-12-06,8.16
DR2032,2025-12-07,9.63
DR2032,2025-12-08,5.56
DR2032,2025-12-09,6.92
DR2032,2025-12-10,4.4
DR2032,2025-12-11,5.37
DR2032,2025-12-12,9.15
DR2032,2025-12-13,9.38
DR2032,2025-12-14,4.38
DR2032,2025-12-15,5.71
DR2032,2025-12-16,7.87
DR2032,2025-12-17,6.38
DR2032,2025-12-18,5.89
DR2032,2025-12-19,9.39
DR2032,2025-12-20,5.32
DR2032,2025-12-21,8.21
DR2032,2025-12-22,4.51
DR2032,2025-12-23,7.77
DR2032,2025-12-24,4.65
DR2032,2025-12-25,9.3
DR2032,2025-12-26,4.42
DR2032,2025-12-27,9.58
DR2032,2025-12-28,9.19
DR2032,2025-12-29,5.07
DR2032,2025-12-30,5.36
DR2032,2025-12-31,4.69
DR2032,2026-01-01,7.49
DR2032,2026-01-02,7.43
DR2032,2026-01-03,4.92
DR2032,2026-01-04,9.89
DR2032,2026-01-05,8.86
DR2032,2026-01-06,8.2
DR2032,2026-01-07,9.94
DR2032,2026-01-08,6.77
DR2032,2026-01-09,4.29
DR2032,2026-01-10,5.97
DR2032,2026-01-11,8.27
DR2032,2026-01-12,8.25
DR2032,2026-01-13,4.23
DR2032,2026-01-14,5.99
DR2032,2026-01-15,6.3
DR2032,2026-01-16,9.91
DR2032,2026-01-17,4.74
DR2032,2026-01-18,6.69
DR2032,2026-01-19,6.94
DR2032,2026-01-20,5.63
DR2032,2026-01-21,6.35
DR2032,2026-01-22,9.02
DR2032,2026-01-23,6.94
DR2032,2026-01-24,5.98
DR2032,2026-01-25,4.7
DR2032,2026-01-26,9.93
DR2032,2026-01-27,5.09
DR2032,2026-01-28,5.16
DR2032,2026-01-29,8.26
DR2032,2026-01-30,9.48
DR2032,2026-01-31,9.15
DR2032,2026-02-01,9.61
DR2032,2026-02-02,8.82
DR2032,2026-02-03,9.0
DR2032,2026-02-04,9.57
DR2033,2025-11-06,7.57
DR2033,2025-11-07,5.85
DR2033,2025-11-08,6.28
DR2033,2025-11-09,5.98
DR2033,2025-11-10,3.83
DR2033,2025-11-11,5.62
DR2033,2025-11-12,3.42
DR2033,2025-11-13,3.93
DR2033,2025-11-14,3.56
DR2033,2025-11-15,4.28
DR2033,2025-11-16,7.42
DR2033,2025-11-17,3.35
DR2033,2025-11-18,6.4
DR2033,2025-11-19,6.98
DR2033,2025-11-20,3.4
DR2033,2025-11-21,6.31
DR2033,2025-11-22,5.67
DR2033,2025-11-23,7.86
DR2033,2025-11-24,5.58
DR2033,2025-11-25,6.17
DR2033,2025-11-26,4.13
DR2033,2025-11-27,5.17
DR2033,2025-11-28,5.62
DR2033,2025-11-29,4.1
DR2033,2025-11-30,4.52
DR2033,2025-12-01,3.79
DR2033,2025-12-02,5.95
DR2033,2025-12-03,7.17
DR2033,2025-12-04,6.15
DR2033,2025-12-05,6.43
DR2033,2025-12-06,7.98
DR2033,2025-12-07,5.78
DR2033,2025-12-08,4.81
DR2033,2025-12-09,5.81
DR2033,2025-12-10,5.6
DR2033,2025-12-11,6.66
DR2033,2025-12-12,3.77
DR2033,2025-12-13,7.54
DR2033,2025-12-14,3.39
DR2033,2025-12-15,7.73
DR2033,2025-12-16,5.47
DR2033,2025-12-17,5.24
DR2033,2025-12-18,7.85
DR2033,2025-12-19,6.64
DR2033,2025-12-20,5.77
DR2033,2025-12-21,5.32
DR2033,2025-12-22,5.21
DR2033,2025-12-23,7.42
DR2033,2025-12-24,6.65
DR2033,2025-12-25,7.89
DR2033,2025-12-26,6.78
DR2033,2025-12-27,3.84
DR2033,2025-12-28,7.23
DR2033,2025-12-29,7.96
DR2033,2025-12-30,7.69
DR2033,2025-12-31,6.11
DR2033,2026-01-01,7.49
DR2033,2026-01-02,7.66
DR2033,2026-01-03,6.96
DR2033,2026-01-04,3.96
DR2033,2026-01-05,3.8
DR2033,2026-01-06,3.37
DR2033,2026-01-07,7.15
DR2033,2026-01-08,6.85
DR2033,2026-01-09,4.22
DR2033,2026-01-10,5.11
DR2033,2026-01-11,3.73
DR2033,2026-01-12,5.04
DR2033,2026-01-13,5.08
DR2033,2026-01-14,6.64
DR2033,2026-01-15,6.49
DR2033,2026-01-16,6.14
DR2033,2026-01-17,6.82
DR2033,2026-01-18,4.21
DR2033,2026-01-19,3.55
DR2033,2026-01-20,7.99
DR2033,2026-01-21,7.18
DR2033,2026-01-22,6.12
DR2033,2026-01-23,6.23
DR2033,2026-01-24,6.49
DR2033,2026-01-25,5.69
DR2033,2026-01-26,3.24
DR2033,2026-01-27,4.01
DR2033,2026-01-28,4.22
DR2033,2026-01-29,6.22
DR2033,2026-01-30,4.76
DR2033,2026-01-31,4.07
DR2033,2026-02-01,5.36
DR2033,2026-02-02,5.12
DR2033,2026-02-03,6.51
DR2033,2026-02-04,4.92
DR2034,2025-11-06,7.83
DR2034,2025-11-07,3.41
DR2034,2025-11-08,5.61
DR2034,2025-11-09,4.75
DR2034,2025-11-10,5.8
DR2034,2025-11-11,7.45
DR2034,2025-11-12,6.08
DR2034,2025-11-13,7.31
DR2034,2025-11-14,7.76
DR2034,2025-11-15,7.73
DR2034,2025-11-16,6.91
DR2034,2025-11-17,7.32
DR2034,2025-11-18,5.06
DR2034,2025-11-19,3.44
DR2034,2025-11-20,4.35
DR2034,2025-11-21,6.96
DR2034,2025-11-22,5.48
DR2034,2025-11-23,5.73
DR2034,2025-11-24,7.81
DR2034,2025-11-25,5.98
DR2034,2025-11-26,4.59
DR2034,2025-11-27,6.27
DR2034,2025-11-28,5.81
DR2034,2025-11-29,7.47
DR2034,2025-11-30,6.88
DR2034,2025-12-01,7.26
DR2034,2025-12-02,5.1
DR2034,2025-12-03,3.9
DR2034,2025-12-04,5.06
DR2034,2025-12-05,6.83
DR2034,2025-12-06,3.37
DR2034,2025-12-07,6.25
DR2034,2025-12-08,6.06
DR2034,2025-12-09,3.43
DR2034,2025-12-10,6.46
DR2034,2025-12-11,3.84
DR2034,2025-12-12,7.88
DR2034,2025-12-13,5.73
DR2034,2025-12-14,6.16
DR2034,2025-12-15,4.1
DR2034,2025-12-16,3.2
DR2034,2025-12-17,6.9
DR2034,2025-12-18,5.43
DR2034,2025-12-19,4.13
DR2034,2025-12-20,5.76
DR2034,2025-12-21,7.5
DR2034,2025-12-22,7.42
DR2034,2025-12-23,4.78
DR2034,2025-12-24,3.3
DR2034,2025-12-25,7.85
DR2034,2025-12-26,4.26
DR2034,2025-12-27,4.17
DR2034,2025-12-28,5.06
DR2034,2025-12-29,7.55
DR2034,2025-12-30,5.35
DR2034,2025-12-31,4.86
DR2034,2026-01-01,5.91
DR2034,2026-01-02,5.98
DR2034,2026-01-03,4.9
DR2034,2026-01-04,5.8
DR2034,2026-01-05,3.69
DR2034,2026-01-06,6.94
DR2034,2026-01-07,7.7
DR2034,2026-01-08,6.54
DR2034,2026-01-09,6.02
DR2034,2026-01-10,3.7
DR2034,2026-01-11,4.28
DR2034,2026-01-12,4.99
DR2034,2026-01-13,7.62
DR2034,2026-01-14,3.87
DR2034,2026-01-15,4.92
DR2034,2026-01-16,6.83
DR2034,2026-01-17,5.64
DR2034,2026-01-18,4.45
DR2034,2026-01-19,6.3
DR2034,2026-01-20,7.93
DR2034,2026-01-21,3.28
DR2034,2026-01-22,6.84
DR2034,2026-01-23,5.23
DR2034,2026-01-24,5.53
DR2034,2026-01-25,4.05
DR2034,2026-01-26,3.67
DR2034,2026-01-27,6.42
DR2034,2026-01-28,3.74
DR2034,2026-01-29,6.77
DR2034,2026-01-30,6.86
DR2034,2026-01-31,7.62
DR2034,2026-02-01,4.65
DR2034,2026-02-02,4.5
DR2034,2026-02-03,6.31
DR2034,2026-02-04,5.67
DR2035,2025-11-06,6.1
DR2035,2025-11-07,4.87
DR2035,2025-11-08,5.79
DR2035,2025-11-09,6.45
DR2035,2025-11-10,4.44
DR2035,2025-11-11,8.07
DR2035,2025-11-12,4.42
DR2035,2025-11-13,8.99
DR2035,2025-11-14,4.56
DR2035,2025-11-15,4.02
DR2035,2025-11-16,4.61
DR2035,2025-11-17,9.34
DR2035,2025-11-18,6.91
DR2035,2025-11-19,7.48
DR2035,2025-11-20,8.46
DR2035,2025-11-21,5.39
DR2035,2025-11-22,9.64
DR2035,2025-11-23,7.8
DR2035,2025-11-24,6.01
DR2035,2025-11-25,4.57
DR2035,2025-11-26,5.82
DR2035,2025-11-27,9.7
DR2035,2025-11-28,6.36
DR2035,2025-11-29,6.68
DR2035,2025-11-30,9.19
DR2035,2025-12-01,5.03
DR2035,2025-12-02,5.85
DR2035,2025-12-03,5.46
DR2035,2025-12-04,5.07
DR2035,2025-12-05,8.05
DR2035,2025-12-06,5.79
DR2035,2025-12-07,5.7
DR2035,2025-12-08,9.55
DR2035,2025-12-09,4.62
DR2035,2025-12-10,4.45
DR2035,2025-12-11,7.33
DR2035,2025-12-12,9.73
DR2035,2025-12-13,9.78
DR2035,2025-12-14,9.96
DR2035,2025-12-15,9.31
DR2035,2025-12-16,5.23
DR2035,2025-12-17,7.94
DR2035,2025-12-18,5.86
DR2035,2025-12-19,6.4
DR2035,2025-12-20,5.64
DR2035,2025-12-21,6.19
DR2035,2025-12-22,4.2
DR2035,2025-12-23,4.94
DR2035,2025-12-24,4.1
DR2035,2025-12-25,5.43
DR2035,2025-12-26,9.47
DR2035,2025-12-27,7.17
DR2035,2025-12-28,6.61
DR2035,2025-12-29,9.23
DR2035,2025-12-30,6.57
DR2035,2025-12-31,6.63
DR2035,2026-01-01,6.3
DR2035,2026-01-02,6.4
DR2035,2026-01-03,7.66
DR2035,2026-01-04,8.85
DR2035,2026-01-05,7.01
DR2035,2026-01-06,8.02
DR2035,2026-01-07,6.3
DR2035,2026-01-08,5.24
DR2035,2026-01-09,9.99
DR2035,2026-01-10,4.21
DR2035,2026-01-11,5.69
DR2035,2026-01-12,8.46
DR2035,2026-01-13,6.44
DR2035,2026-01-14,9.03
DR2035,2026-01-15,5.14
DR2035,2026-01-16,9.3
DR2035,2026-01-17,9.39
DR2035,2026-01-18,7.96
DR2035,2026-01-19,4.01
DR2035,2026-01-20,7.15
DR2035,2026-01-21,9.68
DR2035,2026-01-22,8.88
DR2035,2026-01-23,4.4
DR2035,2026-01-24,5.83
DR2035,2026-01-25,4.68
DR2035,2026-01-26,7.09
DR2035,2026-01-27,9.3
DR2035,2026-01-28,4.34
DR2035,2026-01-29,7.77
DR2035,2026-01-30,4.98
DR2035,2026-01-31,8.18
DR2035,2026-02-01,5.37
DR2035,2026-02-02,7.73
DR2035,2026-02-03,5.6
DR2035,2026-02-04,6.34
DR2036,2025-11-06,6.51
DR2036,2025-11-07,4.85
DR2036,2025-11-08,5.25
DR2036,2025-11-09,7.33
DR2036,2025-11-10,5.7
DR2036,2025-11-11,4.45
DR2036,2025-11-12,7.77
DR2036,2025-11-13,6.34
DR2036,2025-11-14,6.39
DR2036,2025-11-15,4.55
DR2036,2025-11-16,4.36
DR2036,2025-11-17,5.03
DR2036,2025-11-18,4.67
DR2036,2025-11-19,5.82
DR2036,2025-11-20,6.68
DR2036,2025-11-21,8.2
DR2036,2025-11-22,7.5
DR2036,2025-11-23,8.86
DR2036,2025-11-24,7.23
DR2036,2025-11-25,7.26
DR2036,2025-11-26,6.25
DR2036,2025-11-27,8.73
DR2036,2025-11-28,4.95
DR2036,2025-11-29,4.45
DR2036,2025-11-30,8.27
DR2036,2025-12-01,6.79
DR2036,2025-12-02,7.46
DR2036,2025-12-03,6.86
DR2036,2025-12-04,7.11
DR2036,2025-12-05,4.93
DR2036,2025-12-06,4.35
DR2036,2025-12-07,8.72
DR2036,2025-12-08,8.6
DR2036,2025-12-09,3.99
DR2036,2025-12-10,5.78
DR2036,2025-12-11,6.92
DR2036,2025-12-12,5.16
DR2036,2025-12-13,3.71
DR2036,2025-12-14,5.74
DR2036,2025-12-15,7.99
DR2036,2025-12-16,4.41
DR2036,2025-12-17,6.02
DR2036,2025-12-18,8.58
DR2036,2025-12-19,3.75
DR2036,2025-12-20,5.58
DR2036,2025-12-21,7.39
DR2036,2025-12-22,6.94
DR2036,2025-12-23,7.2
DR2036,2025-12-24,4.51
DR2036,2025-12-25,4.05
DR2036,2025-12-26,8.22
DR2036,2025-12-27,5.92
DR2036,2025-12-28,6.75
DR2036,2025-12-29,4.68
DR2036,2025-12-30,8.82
DR2036,2025-12-31,6.99
DR2036,2026-01-01,6.42
DR2036,2026-01-02,7.66
DR2036,2026-01-03,4.44
DR2036,2026-01-04,5.43
DR2036,2026-01-05,8.63
DR2036,2026-01-06,4.6
DR2036,2026-01-07,8.27
DR2036,2026-01-08,4.51
DR2036,2026-01-09,6.84
DR2036,2026-01-10,5.06
DR2036,2026-01-11,5.95
DR2036,2026-01-12,5.22
DR2036,2026-01-13,5.2
DR2036,2026-01-14,5.21
DR2036,2026-01-15,5.04
DR2036,2026-01-16,5.16
DR2036,2026-01-17,7.34
DR2036,2026-01-18,5.85
DR2036,2026-01-19,5.63
DR2036,2026-01-20,5.88
DR2036,2026-01-21,8.3
DR2036,2026-01-22,3.9
DR2036,2026-01-23,5.78
DR2036,2026-01-24,4.93
DR2036,2026-01-25,8.34
DR2036,2026-01-26,3.75
DR2036,2026-01-27,4.47
DR2036,2026-01-28,6.1
DR2036,2026-01-29,5.72
DR2036,2026-01-30,5.69
DR2036,2026-01-31,7.32
DR2036,2026-02-01,8.79
DR2036,2026-02-02,5.53
DR2036,2026-02-03,7.48
DR2036,2026-02-04,3.99
DR2037,2025-11-06,4.25
DR2037,2025-11-07,6.58
DR2037,2025-11-08,6.83
DR2037,2025-11-09,4.21
DR2037,2025-11-10,4.56
DR2037,2025-11-11,5.01
DR2037,2025-11-12,7.01
DR2037,2025-11-13,6.1
DR2037,2025-11-14,4.28
DR2037,2025-11-15,5.47
DR2037,2025-11-16,5.51
DR2037,2025-11-17,6.98
DR2037,2025-11-18,4.66
DR2037,2025-11-19,6.78
DR2037,2025-11-20,7.49
DR2037,2025-11-21,4.01
DR2037,2025-11-22,5.65
DR2037,2025-11-23,6.96
DR2037,2025-11-24,3.55
DR2037,2025-11-25,7.26
DR2037,2025-11-26,6.4
DR2037,2025-11-27,6.27
DR2037,2025-11-28,6.9
DR2037,2025-11-29,7.85
DR2037,2025-11-30,3.71
DR2037,2025-12-01,6.82
DR2037,2025-12-02,5.62
DR2037,2025-12-03,5.25
DR2037,2025-12-04,3.71
DR2037,2025-12-05,4.54
DR2037,2025-12-06,6.63
DR2037,2025-12-07,6.14
DR2037,2025-12-08,7.23
DR2037,2025-12-09,5.42
DR2037,2025-12-10,6.12
DR2037,2025-12-11,6.08
DR2037,2025-12-12,4.58
DR2037,2025-12-13,7.96
DR2037,2025-12-14,7.24
DR2037,2025-12-15,3.55
DR2037,2025-12-16,4.7
DR2037,2025-12-17,7.3
DR2037,2025-12-18,5.15
DR2037,2025-12-19,5.85
DR2037,2025-12-20,4.05
DR2037,2025-12-21,5.4
DR2037,2025-12-22,5.13
DR2037,2025-12-23,3.63
DR2037,2025-12-24,3.25
DR2037,2025-12-25,7.58
DR2037,2025-12-26,5.88
DR2037,2025-12-27,5.47
DR2037,2025-12-28,7.93
DR2037,2025-12-29,3.89
DR2037,2025-12-30,7.0
DR2037,2025-12-31,7.7
DR2037,2026-01-01,5.62
DR2037,2026-01-02,4.48
DR2037,2026-01-03,3.54
DR2037,2026-01-04,5.02
DR2037,2026-01-05,3.97
DR2037,2026-01-06,5.41
DR2037,2026-01-07,7.72
DR2037,2026-01-08,5.06
DR2037,2026-01-09,7.6
DR2037,2026-01-10,6.16
DR2037,2026-01-11,6.22
DR2037,2026-01-12,6.83
DR2037,2026-01-13,6.97
DR2037,2026-01-14,5.77
DR2037,2026-01-15,5.21
DR2037,2026-01-16,4.72
DR2037,2026-01-17,7.66
DR2037,2026-01-18,3.32
DR2037,2026-01-19,4.46
DR2037,2026-01-20,4.9
DR2037,2026-01-21,3.82
DR2037,2026-01-22,3.33
DR2037,2026-01-23,5.52
DR2037,2026-01-24,5.22
DR2037,2026-01-25,6.8
DR2037,2026-01-26,5.43
DR2037,2026-01-27,5.52
DR2037,2026-01-28,3.75
DR2037,2026-01-29,7.74
DR2037,2026-01-30,5.0
DR2037,2026-01-31,3.86
DR2037,2026-02-01,3.28
DR2037,2026-02-02,6.78
DR2037,2026-02-03,6.38
DR2037,2026-02-04,4.13
DR2038,2025-11-06,3.8
DR2038,2025-11-07,7.96
DR2038,2025-11-08,5.12
DR2038,2025-11-09,6.89
DR2038,2025-11-10,6.43
DR2038,2025-11-11,3.55
DR2038,2025-11-12,7.1
DR2038,2025-11-13,5.79
DR2038,2025-11-14,4.79
DR2038,2025-11-15,5.06
DR2038,2025-11-16,3.86
DR2038,2025-11-17,4.17
DR2038,2025-11-18,4.61
DR2038,2025-11-19,4.28
DR2038,2025-11-20,6.32
DR2038,2025-11-21,3.53
DR2038,2025-11-22,6.02
DR2038,2025-11-23,3.29
DR2038,2025-11-24,4.93
DR2038,2025-11-25,7.04
DR2038,2025-11-26,7.1
DR2038,2025-11-27,4.25
DR2038,2025-11-28,5.85
DR2038,2025-11-29,7.23
DR2038,2025-11-30,7.66
DR2038,2025-12-01,3.86
DR2038,2025-12-02,7.12
DR2038,2025-12-03,3.43
DR2038,2025-12-04,7.28
DR2038,2025-12-05,3.47
DR2038,2025-12-06,7.17
DR2038,2025-12-07,6.99
DR2038,2025-12-08,6.78
DR2038,2025-12-09,7.75
DR2038,2025-12-10,6.72
DR2038,2025-12-11,6.28
DR2038,2025-12-12,6.87
DR2038,2025-12-13,3.26
DR2038,2025-12-14,5.87
DR2038,2025-12-15,3.41
DR2038,2025-12-16,4.72
DR2038,2025-12-17,3.95
DR2038,2025-12-18,4.45
DR2038,2025-12-19,5.98
DR2038,2025-12-20,7.8
DR2038,2025-12-21,5.62
DR2038,2025-12-22,4.82
DR2038,2025-12-23,5.73
DR2038,2025-12-24,5.65
DR2038,2025-12-25,3.98
DR2038,2025-12-26,7.75
DR2038,2025-12-27,7.17
DR2038,2025-12-28,3.47
DR2038,2025-12-29,3.73
DR2038,2025-12-30,5.18
DR2038,2025-12-31,6.8
DR2038,2026-01-01,5.13
DR2038,2026-01-02,6.39
DR2038,2026-01-03,3.41
DR2038,2026-01-04,7.13
DR2038,2026-01-05,6.12
DR2038,2026-01-06,7.71
DR2038,2026-01-07,4.07
DR2038,2026-01-08,7.42
DR2038,2026-01-09,3.65
DR2038,2026-01-10,6.15
DR2038,2026-01-11,6.11
DR2038,2026-01-12,7.58
DR2038,2026-01-13,7.47
DR2038,2026-01-14,7.33
DR2038,2026-01-15,6.03
DR2038,2026-01-16,7.29
DR2038,2026-01-17,7.17
DR2038,2026-01-18,5.51
DR2038,2026-01-19,3.73
DR2038,2026-01-20,6.87
DR2038,2026-01-21,7.54
DR2038,2026-01-22,4.96
DR2038,2026-01-23,4.44
DR2038,2026-01-24,6.8
DR2038,2026-01-25,6.55
DR2038,2026-01-26,7.84
DR2038,2026-01-27,7.06
DR2038,2026-01-28,6.75
DR2038,2026-01-29,3.53
DR2038,2026-01-30,4.36
DR2038,2026-01-31,4.26
DR2038,2026-02-01,7.75
DR2038,2026-02-02,5.07
DR2038,2026-02-03,6.27
DR2038,2026-02-04,6.91
DR2039,2025-11-06,4.57
DR2039,2025-11-07,4.14
DR2039,2025-11-08,5.44
DR2039,2025-11-09,4.55
DR2039,2025-11-10,3.45
DR2039,2025-11-11,4.61
DR2039,2025-11-12,3.88
DR2039,2025-11-13,7.72
DR2039,2025-11-14,5.44
DR2039,2025-11-15,6.79
DR2039,2025-11-16,4.49
DR2039,2025-11-17,4.84
DR2039,2025-11-18,5.1
DR2039,2025-11-19,6.71
DR2039,2025-11-20,7.36
DR2039,2025-11-21,3.72
DR2039,2025-11-22,4.78
DR2039,2025-11-23,4.88
DR2039,2025-11-24,5.9
DR2039,2025-11-25,3.57
DR2039,2025-11-26,5.16
DR2039,2025-11-27,3.22
DR2039,2025-11-28,7.9
DR2039,2025-11-29,4.68
DR2039,2025-11-30,3.48
DR2039,2025-12-01,5.31
DR2039,2025-12-02,5.57
DR2039,2025-12-03,5.25
DR2039,2025-12-04,3.33
DR2039,2025-12-05,6.91
DR2039,2025-12-06,7.87
DR2039,2025-12-07,5.46
DR2039,2025-12-08,5.82
DR2039,2025-12-09,6.45
DR2039,2025-12-10,6.19
DR2039,2025-12-11,7.3
DR2039,2025-12-12,7.36
DR2039,2025-12-13,4.56
DR2039,2025-12-14,6.22
DR2039,2025-12-15,4.29
DR2039,2025-12-16,5.37
DR2039,2025-12-17,7.62
DR2039,2025-12-18,6.65
DR2039,2025-12-19,3.92
DR2039,2025-12-20,6.07
DR2039,2025-12-21,6.71
DR2039,2025-12-22,6.56
DR2039,2025-12-23,7.74
DR2039,2025-12-24,7.53
DR2039,2025-12-25,4.17
DR2039,2025-12-26,3.74
DR2039,2025-12-27,6.02
DR2039,2025-12-28,6.15
DR2039,2025-12-29,6.2
DR2039,2025-12-30,7.37
DR2039,2025-12-31,4.66
DR2039,2026-01-01,7.23
DR2039,2026-01-02,7.02
DR2039,2026-01-03,7.07
DR2039,2026-01-04,3.71
DR2039,2026-01-05,4.6
DR2039,2026-01-06,4.99
